class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
triangle,0.544626415,0.577530265,-0.474240363,0.99999243,0.552420199,0.575992644,-0.46729207,0.999973059,0.552778184,0.577602565,-0.467309684,0.999972701,0.553085744,0.579093874,-0.467489719,0.99997288,0.551780045,0.566960812,-0.480717748,0.999976993,0.551612616,0.561430693,-0.480813771,0.999967277,0.551436484,0.555295765,-0.48086369,0.999967217,0.55137682,0.573086679,-0.382698953,0.999964237,0.548654139,0.540866077,-0.447089344,0.999973953,0.537876189,0.578308523,-0.438400388,0.999979615,0.53713268,0.568670213,-0.456600577,0.999986291,0.526495516,0.605451345,-0.286646217,0.999982834,0.505884886,0.489972383,-0.382110149,0.999998391,0.526745439,0.704940259,-0.27928713,0.985305786,0.474790424,0.404639453,-0.413935959,0.997107804,0.535803139,0.792881012,-0.356030703,0.974663019,0.463361651,0.297644049,-0.475368619,0.991206169,0.537696183,0.811662912,-0.365084857,0.946699202,0.462755233,0.260837674,-0.498197585,0.984127283,0.538457215,0.814516306,-0.396339685,0.954071581,0.463642895,0.255650014,-0.522635162,0.986095428,0.536165774,0.806551158,-0.372905403,0.957802415,0.463313848,0.270296067,-0.48969698,0.987339914,0.465714246,0.611502528,0.041129295,0.994606614,0.428178012,0.583105385,-0.041223355,0.9996562,0.495317191,0.712917626,0.09081389,0.963208497,0.390439004,0.716442645,-0.073139049,0.996412814,0.531942368,0.852077067,0.197196677,0.958906591,0.354992807,0.84413904,0.037787613,0.997984767,0.527062416,0.88215059,0.20275712,0.930129945,0.353773385,0.85704428,0.042523295,0.990295768,0.557358742,0.899565279,0.140586153,0.96788317,0.345148504,0.907116711,-0.062506147,0.995182991
triangle,0.544656932,0.578036606,-0.470300734,0.999992371,0.552421927,0.576346338,-0.463637173,0.999972761,0.552779615,0.577865183,-0.463656366,0.999972463,0.553086758,0.579268634,-0.463835418,0.999972641,0.551792502,0.567454398,-0.477941424,0.999976814,0.551631629,0.561920404,-0.478039414,0.999967098,0.551461279,0.555748403,-0.478093594,0.999967039,0.551374078,0.5730744,-0.381652087,0.99996388,0.548680365,0.540956557,-0.446401924,0.999973834,0.537890732,0.578498185,-0.435321599,0.999979496,0.537142694,0.568928361,-0.454601228,0.999986231,0.526442826,0.605407536,-0.286636829,0.999982655,0.505885482,0.489969224,-0.382787883,0.999998391,0.526744306,0.704954863,-0.279204905,0.98512429,0.474801689,0.404764891,-0.414735436,0.997143149,0.535817802,0.792894304,-0.355291575,0.974440515,0.463360935,0.297627002,-0.475866407,0.9913463,0.537723541,0.81166786,-0.364161938,0.946199059,0.462757081,0.260721326,-0.498741269,0.984337866,0.538477004,0.814521313,-0.39550826,0.953597546,0.46364218,0.255659372,-0.523142636,0.986271679,0.536181211,0.806558132,-0.372217655,0.957331002,0.463317782,0.27031219,-0.490180314,0.987456203,0.465662986,0.611563742,0.041193165,0.994521916,0.428178281,0.583019972,-0.041284449,0.999652684,0.495356143,0.712886274,0.090472989,0.963152885,0.390495241,0.716211557,-0.071880221,0.996388376,0.53194344,0.852020204,0.196557775,0.958657265,0.355000228,0.844091117,0.037915736,0.99795872,0.52708596,0.882046044,0.202036127,0.929641187,0.353814125,0.85688448,0.043392155,0.990164578,0.557319105,0.89936763,0.139518276,0.967655897,0.345147014,0.907135487,-0.060988829,0.995127678
triangle,0.544587374,0.578222096,-0.47059074,0.99999243,0.552361131,0.576526821,-0.463811815,0.999973238,0.552722692,0.578026116,-0.463831127,0.99997282,0.553033769,0.579402983,-0.464010388,0.999973178,0.551734924,0.567609549,-0.477964044,0.999977171,0.551579118,0.562037647,-0.478061259,0.999967456,0.55141151,0.555831611,-0.478114307,0.999967635,0.551340163,0.573091626,-0.381641269,0.999964416,0.548652709,0.540950596,-0.445967972,0.999974251,0.537795305,0.578609288,-0.435314983,0.999979854,0.536998928,0.56900996,-0.45437476,0.999986529,0.526620865,0.605545759,-0.28660658,0.999983013,0.505882919,0.489946693,-0.382217556,0.999998391,0.526780903,0.704894006,-0.279217482,0.985058427,0.474804223,0.404786348,-0.413719296,0.997203112,0.535820484,0.792789996,-0.355489492,0.974606872,0.463312745,0.297705621,-0.475814521,0.991515458,0.537719667,0.811288655,-0.364777476,0.946454585,0.462699294,0.260730207,-0.498624742,0.984590828,0.538457215,0.814080417,-0.39605695,0.953802466,0.463597387,0.255841315,-0.523002684,0.986491144,0.536171854,0.806325614,-0.372400254,0.957420468,0.463267475,0.270551294,-0.490083337,0.987593055,0.465626121,0.611614585,0.041063,0.994505823,0.428008199,0.583086431,-0.041152235,0.999654055,0.495370716,0.712727845,0.090092897,0.962658584,0.390488893,0.716237545,-0.07115759,0.996353447,0.531941473,0.851836205,0.195707485,0.957633257,0.354988337,0.844316542,0.039193843,0.997913301,0.52707988,0.882007122,0.201152146,0.927547693,0.353823692,0.857710898,0.044430755,0.989891708,0.557250261,0.899275482,0.138517305,0.966830909,0.344676465,0.907219827,-0.059381984,0.995043278
triangle,0.544691086,0.578779161,-0.467016518,0.999992371,0.552427888,0.576828659,-0.460197121,0.999973118,0.552782297,0.578271687,-0.460218787,0.999972701,0.553083837,0.57958883,-0.460398108,0.999973118,0.551813602,0.567966938,-0.474468946,0.999977052,0.551657617,0.562359035,-0.474565327,0.999967277,0.551482916,0.556080401,-0.474618047,0.999967515,0.551348507,0.573096991,-0.378372788,0.999964356,0.548672318,0.540969908,-0.443695158,0.99997431,0.537853658,0.578954458,-0.431799918,0.999979854,0.537023127,0.569457829,-0.450981796,0.999986589,0.526620924,0.605534017,-0.284160763,0.999983132,0.505961657,0.490078598,-0.380506337,0.999998391,0.526815236,0.704887867,-0.276365817,0.984875739,0.474806517,0.404973954,-0.411346436,0.997233629,0.535823286,0.793019831,-0.353261769,0.974415123,0.463253409,0.298077077,-0.474043399,0.991623938,0.537711918,0.811293185,-0.36254546,0.94601506,0.462610304,0.261052966,-0.496913344,0.984753251,0.538438499,0.814087212,-0.394072831,0.953392267,0.463529319,0.25632295,-0.521803796,0.986630738,0.536163568,0.806359828,-0.3702856,0.957001865,0.463207453,0.271009743,-0.488544255,0.987686396,0.465527475,0.611659348,0.041082498,0.994421899,0.428008586,0.583022416,-0.041169725,0.999650896,0.495370358,0.712649584,0.089773946,0.962346315,0.390497744,0.716134965,-0.070869707,0.996335983,0.53194201,0.851828337,0.194389105,0.957055151,0.354961514,0.844456136,0.041042458,0.997865438,0.527078271,0.882035971,0.19967097,0.926511884,0.353797287,0.858467102,0.04640257,0.989672422,0.557227135,0.899227381,0.137320504,0.96633935,0.344374359,0.907351315,-0.057758391,0.994944692
triangle,0.544753134,0.578971088,-0.46218881,0.99999243,0.552502632,0.576987922,-0.455601662,0.999973416,0.552862465,0.578437388,-0.455621958,0.999972999,0.553164124,0.57974869,-0.455801159,0.999973416,0.551864088,0.568064272,-0.469389051,0.999977291,0.551693797,0.562422097,-0.469482541,0.999967575,0.551502049,0.556113064,-0.469533712,0.999967933,0.551387548,0.573179305,-0.374573737,0.999964833,0.548670888,0.540971339,-0.437917143,0.999974668,0.537886858,0.579152822,-0.427190602,0.999980092,0.537024975,0.569565237,-0.445696175,0.999986827,0.526726246,0.606057763,-0.281717896,0.99998337,0.506097734,0.490102738,-0.374760449,0.999998391,0.526952565,0.70490092,-0.274849206,0.98463887,0.47482872,0.405024618,-0.404985547,0.997254133,0.535859823,0.793432891,-0.352028191,0.974080145,0.463213593,0.298060864,-0.467830867,0.991679251,0.537760556,0.811583996,-0.361256063,0.945324838,0.462538391,0.261119157,-0.490135759,0.984834433,0.538478315,0.814484179,-0.392446041,0.952790439,0.463476092,0.256446481,-0.515072882,0.986706734,0.536180437,0.806697369,-0.368932486,0.956385016,0.46315366,0.271110892,-0.482366592,0.987719476,0.465525061,0.611696124,0.040853702,0.994372904,0.427946091,0.583024085,-0.040940549,0.999652565,0.495370269,0.712645233,0.089557521,0.96192807,0.390509725,0.716125429,-0.072075166,0.996331096,0.531962812,0.85182482,0.193329856,0.956584334,0.354960769,0.844530106,0.039186362,0.997836947,0.527113974,0.882036269,0.198524535,0.925436199,0.35381943,0.858551323,0.044518504,0.98951757,0.557327986,0.899177611,0.137231961,0.96600914,0.344250083,0.907441318,-0.058560036,0.994896352
triangle,0.544800282,0.579196215,-0.462655693,0.99999249,0.5525617,0.577135503,-0.455960095,0.999973893,0.552929044,0.578575373,-0.45598048,0.999973416,0.553233981,0.579870045,-0.456159592,0.999973893,0.551898181,0.56819725,-0.469727576,0.999977648,0.551715434,0.562534153,-0.469822049,0.999967992,0.551509619,0.556200266,-0.469873697,0.999968529,0.551436543,0.573225558,-0.374113709,0.99996537,0.54866457,0.540974319,-0.437491506,0.999975204,0.53791362,0.579371095,-0.427360088,0.99998045,0.537026703,0.569760561,-0.445850819,0.999987125,0.526909888,0.606361568,-0.28031534,0.999983668,0.506162703,0.490126759,-0.374034375,0.99999845,0.526979268,0.704904079,-0.273519456,0.984476447,0.474834204,0.405032605,-0.404657781,0.997300208,0.5358845,0.793346882,-0.351693481,0.974016905,0.463176757,0.298051655,-0.468328565,0.991806507,0.537770748,0.811397731,-0.361162275,0.945209324,0.462493926,0.261136681,-0.49094227,0.985030234,0.538485765,0.814251661,-0.392466635,0.952677071,0.463443696,0.256512314,-0.515874922,0.986878216,0.536188543,0.806534052,-0.368671298,0.956209123,0.463116854,0.271225363,-0.482907981,0.987834334,0.4654603,0.611707866,0.040884636,0.994336426,0.42781955,0.583063841,-0.04097015,0.999652863,0.495377451,0.712595403,0.089334689,0.961303353,0.390470684,0.716180801,-0.074231744,0.996323049,0.531983852,0.851837933,0.191156015,0.955828547,0.354863167,0.844959676,0.036863163,0.997812271,0.527120173,0.88210845,0.196142167,0.924054623,0.353775859,0.859069049,0.04215325,0.989361405,0.557534397,0.900036871,0.134638965,0.965412617,0.344075233,0.907829583,-0.061657064,0.994848847
triangle,0.544811249,0.579591274,-0.46302104,0.999992609,0.552577615,0.577383578,-0.456343144,0.99997437,0.55294919,0.578786671,-0.456362993,0.999973893,0.553257048,0.580044568,-0.456541955,0.99997437,0.551903605,0.568519592,-0.470142454,0.999978065,0.551717758,0.562868297,-0.470237195,0.999968529,0.55151248,0.556521237,-0.470288575,0.999969125,0.551451802,0.573260128,-0.374556899,0.999966025,0.548648536,0.541019142,-0.437961817,0.999975741,0.537919343,0.579681695,-0.427714348,0.999980867,0.537024081,0.570169866,-0.446241081,0.999987423,0.527024567,0.606500685,-0.280666113,0.999983966,0.506172597,0.490136027,-0.374509305,0.99999851,0.527017772,0.704920053,-0.273787767,0.984256387,0.474836528,0.405031949,-0.405302525,0.997339189,0.53591162,0.793518126,-0.351779968,0.973662555,0.463112056,0.298141271,-0.468795925,0.991913199,0.537805438,0.81149441,-0.361202747,0.944507062,0.462476283,0.263831228,-0.49146235,0.985196173,0.538524091,0.814443827,-0.392568111,0.952054262,0.4633919,0.256951928,-0.516371429,0.987023115,0.536224961,0.806765318,-0.368789315,0.95559746,0.463068992,0.271715194,-0.483364075,0.987930179,0.465446919,0.61175245,0.040838759,0.994347811,0.42772007,0.583108962,-0.04092421,0.999654949,0.495391488,0.712616026,0.089194193,0.961368203,0.390423208,0.7166605,-0.069264963,0.996321559,0.531985641,0.851869166,0.191136166,0.95566088,0.354788572,0.84512496,0.043391403,0.997784317,0.527150869,0.882139921,0.196137995,0.923436284,0.353757948,0.859230518,0.048933707,0.989206612,0.557552516,0.899854958,0.134620905,0.965317726,0.343850881,0.907982767,-0.052873585,0.994804919
triangle,0.54505688,0.579913795,-0.46335718,0.999992609,0.552772105,0.577553928,-0.456650078,0.99997437,0.553134561,0.578917801,-0.456669807,0.999973953,0.553428233,0.580139339,-0.456848949,0.99997443,0.552079678,0.568813503,-0.470478743,0.999978185,0.551872015,0.563201547,-0.470573634,0.999968708,0.551632583,0.556855261,-0.470624804,0.999969304,0.55151242,0.573263228,-0.374925107,0.999966145,0.548670828,0.541124761,-0.439697236,0.999975979,0.538089335,0.579932213,-0.428069532,0.999980927,0.537129343,0.570597053,-0.44647181,0.999987483,0.527008176,0.606295466,-0.280960739,0.999983966,0.506191373,0.490174562,-0.377454728,0.99999851,0.527020335,0.704919338,-0.273967505,0.983987808,0.474842608,0.405115604,-0.408751547,0.997367084,0.535913229,0.793519199,-0.351649731,0.973104477,0.46308136,0.298255652,-0.471343637,0.992000163,0.537803531,0.811527908,-0.360880852,0.9434551,0.462479293,0.265020728,-0.494189829,0.985342622,0.538517118,0.814485371,-0.392366737,0.951112747,0.463389307,0.257119566,-0.518903792,0.987146974,0.536213398,0.80678457,-0.368716836,0.954760373,0.46306619,0.27186808,-0.485816121,0.988008142,0.465449512,0.611750484,0.040938649,0.994322777,0.427724808,0.583056509,-0.041023716,0.999654114,0.495382607,0.712613523,0.089109287,0.96149075,0.390418977,0.716653764,-0.066454194,0.996323466,0.531980395,0.851867974,0.191870287,0.955631256,0.354791075,0.844929516,0.04865706,0.99777472,0.527142882,0.882135093,0.197084859,0.923221707,0.353731036,0.858494461,0.054365899,0.989137888,0.557458103,0.899824083,0.13552025,0.965283036,0.343850255,0.907991886,-0.048110712,0.994776785
triangle,0.545099795,0.580102146,-0.461634815,0.999992788,0.552801371,0.577745914,-0.454948097,0.999974966,0.553165078,0.579090178,-0.454967052,0.999974549,0.553458333,0.580286264,-0.455146581,0.999975026,0.552107632,0.569034457,-0.468780249,0.999978781,0.551901937,0.56343168,-0.468874782,0.999969542,0.551660717,0.557076275,-0.468924433,0.999970138,0.551535487,0.57331425,-0.373923242,0.999967039,0.548680425,0.541173875,-0.438020527,0.999976695,0.538141966,0.580073893,-0.426653355,0.999981403,0.537158549,0.570765734,-0.445109516,0.999987841,0.527055979,0.606246471,-0.280980051,0.999984264,0.506188333,0.490205288,-0.376034737,0.999998569,0.527079165,0.704973876,-0.274167389,0.984028816,0.474799395,0.405168921,-0.407010883,0.99741143,0.535994589,0.793783605,-0.351820916,0.973025799,0.462972432,0.298725635,-0.470557898,0.992165148,0.537922025,0.811819792,-0.361277401,0.943199039,0.462431937,0.26643917,-0.493322462,0.985626817,0.5386796,0.814935744,-0.392592371,0.950884759,0.463308752,0.257711679,-0.518140912,0.98739928,0.536307335,0.807159662,-0.368879765,0.954557002,0.462992191,0.27242741,-0.485060006,0.988210797,0.465448648,0.611752808,0.040758375,0.994342506,0.427702785,0.583067954,-0.040846031,0.999657869,0.495452434,0.71261096,0.088852763,0.961457133,0.390389174,0.716845334,-0.063688934,0.996310055,0.531983554,0.851921618,0.190893799,0.955207646,0.354794234,0.844652236,0.051117562,0.997749805,0.527203202,0.882137716,0.19617106,0.922817826,0.353714913,0.857946932,0.056838531,0.989047647,0.557616889,0.900130332,0.135489404,0.965104759,0.343852699,0.907880068,-0.04412283,0.994726598
triangle,0.545131862,0.580076814,-0.459462613,0.999992847,0.55284816,0.577744484,-0.452502728,0.999975264,0.553214371,0.579092979,-0.452522635,0.999974847,0.553509951,0.580291033,-0.452701718,0.999975324,0.552157462,0.568995476,-0.466034293,0.999979079,0.551956117,0.563361943,-0.466130167,0.999969959,0.551718891,0.556980908,-0.466181785,0.999970675,0.551591754,0.573319972,-0.371023178,0.999967456,0.548714042,0.541115046,-0.433296472,0.999977171,0.538181067,0.580066383,-0.424442321,0.999981701,0.537192225,0.570699394,-0.442554206,0.999988079,0.527106524,0.606262982,-0.278433889,0.999984443,0.506191671,0.490217954,-0.371291459,0.999998629,0.527089059,0.704972088,-0.272719204,0.984003305,0.474789947,0.405259728,-0.402211636,0.997460783,0.536011577,0.793572664,-0.351756543,0.972932458,0.462921977,0.299443156,-0.467945278,0.992354035,0.537934303,0.811668396,-0.361349612,0.942968369,0.462407023,0.267697692,-0.490948975,0.985936522,0.538693368,0.814665258,-0.392645717,0.950689256,0.463263214,0.258543998,-0.515906155,0.987675428,0.536324441,0.806967318,-0.368804097,0.954355836,0.462959915,0.27312699,-0.482513815,0.988434196,0.465452373,0.611816585,0.040738475,0.994368613,0.427660167,0.583112836,-0.040826444,0.999661982,0.495590895,0.712613821,0.08879672,0.961251795,0.39038083,0.716869116,-0.063722283,0.996298432,0.5319978,0.851921141,0.190895766,0.954719782,0.354792327,0.844585836,0.050421815,0.997717142,0.527219355,0.88216877,0.196173429,0.922163785,0.353654891,0.857704341,0.056071371,0.988918722,0.557616651,0.899540961,0.135679305,0.964742184,0.343848825,0.907916129,-0.045434248,0.994657576
triangle,0.54525286,0.580073416,-0.45954445,0.999992728,0.552948773,0.577744722,-0.452425808,0.999974847,0.553318679,0.579095542,-0.452446967,0.99997443,0.553615868,0.580295622,-0.45262605,0.999974847,0.552236736,0.568985045,-0.465983391,0.999978781,0.55202204,0.563341677,-0.466079742,0.999969602,0.551766992,0.556948483,-0.466132402,0.999970436,0.551674545,0.573323786,-0.370376438,0.9999668,0.548716784,0.541059792,-0.432687253,0.999977112,0.538310945,0.580087245,-0.424371421,0.999981403,0.53728503,0.570702374,-0.442525566,0.999988019,0.527164757,0.606239498,-0.277060568,0.999984205,0.506210923,0.490229845,-0.370635778,0.999998629,0.527135551,0.705004275,-0.271395981,0.983809769,0.474766701,0.405580908,-0.401328176,0.997494876,0.536079407,0.793470204,-0.350873142,0.972479522,0.462902695,0.300209969,-0.466876179,0.992501378,0.537987053,0.811641514,-0.360510498,0.942062378,0.462405205,0.268204898,-0.489905208,0.986161411,0.538755655,0.814654171,-0.391706079,0.949876308,0.463251829,0.258759648,-0.514649808,0.987871766,0.536386847,0.806920588,-0.367885679,0.953602791,0.462949842,0.273458391,-0.481309354,0.988587558,0.465402395,0.611818135,0.040821314,0.994290531,0.427659541,0.583068967,-0.040909264,0.999658585,0.495781243,0.712702692,0.087681897,0.96108675,0.390392393,0.716829777,-0.064581238,0.996269047,0.532013774,0.851925671,0.188915789,0.954398811,0.354811877,0.844515562,0.049586691,0.99766916,0.527246535,0.88223654,0.194027945,0.921635091,0.353653789,0.85760659,0.055323549,0.988719881,0.557821631,0.899915695,0.133170515,0.964347124,0.343907267,0.907931626,-0.046059575,0.994551003
triangle,0.545530021,0.580069602,-0.459626883,0.999992669,0.553120494,0.577737272,-0.452531934,0.999974489,0.55347687,0.579090416,-0.4525536,0.999974191,0.553760231,0.580293715,-0.452733457,0.99997443,0.552415907,0.568980694,-0.466157436,0.999978542,0.552192867,0.563339353,-0.466254115,0.999969423,0.551922023,0.556949496,-0.466308057,0.999970138,0.551746488,0.57331264,-0.370855063,0.999966443,0.54877162,0.541089356,-0.433450311,0.999977052,0.538617194,0.580088496,-0.424581498,0.999981165,0.537585974,0.570712388,-0.44282341,0.99998796,0.527165532,0.605891407,-0.277535915,0.999983966,0.506236255,0.490465611,-0.370730966,0.999998629,0.527128875,0.705094755,-0.271707743,0.983675599,0.474766284,0.405821949,-0.402650923,0.997493804,0.536111414,0.793554485,-0.350875437,0.971997142,0.462879866,0.300288528,-0.468390703,0.992553592,0.538006008,0.811678708,-0.360371768,0.941233337,0.46239984,0.2683312,-0.491883516,0.986265242,0.538782299,0.814705312,-0.391703486,0.949104905,0.463235289,0.258820385,-0.516326249,0.98795712,0.53641814,0.806944609,-0.367936909,0.952896237,0.462925255,0.273564547,-0.482767522,0.98865813,0.465402305,0.611820877,0.040975682,0.994258583,0.427661985,0.583082259,-0.04106497,0.999655306,0.495894432,0.712707281,0.087647945,0.961610138,0.390392035,0.716843367,-0.063024476,0.996278644,0.532013714,0.851927459,0.189159036,0.954960167,0.35491848,0.844143867,0.054570232,0.997677565,0.527233005,0.882309258,0.194336161,0.922736883,0.353654593,0.857241571,0.060592689,0.988813281,0.557824492,0.900457323,0.133212015,0.964783192,0.344117999,0.907921314,-0.04209372,0.994551539
triangle,0.545540154,0.580058396,-0.459804326,0.999992669,0.553135216,0.577723801,-0.452690214,0.999974489,0.553495407,0.579079032,-0.452711195,0.999974251,0.553781927,0.580284774,-0.452892393,0.99997443,0.552419484,0.568962097,-0.466208965,0.999978602,0.55219543,0.563324034,-0.466307431,0.999969482,0.551925004,0.556940973,-0.46636194,0.999970198,0.55176121,0.57329452,-0.372379541,0.999966621,0.548767865,0.541083992,-0.43404454,0.999977231,0.538639784,0.580084562,-0.424725026,0.999981225,0.537594557,0.570707321,-0.442946643,0.999988019,0.527247667,0.60578233,-0.280102462,0.999984026,0.506234229,0.490478307,-0.371913135,0.999998629,0.527133822,0.705169141,-0.275216848,0.983613968,0.474712729,0.405813366,-0.404263914,0.997480154,0.536120355,0.793879986,-0.353884459,0.971797347,0.46286118,0.299964666,-0.469738543,0.992546618,0.538034499,0.812223375,-0.363305658,0.940931499,0.462398291,0.26565668,-0.492990613,0.986276269,0.538826466,0.815495193,-0.394655734,0.94881767,0.463232845,0.258529752,-0.517692387,0.987968624,0.536441922,0.807503164,-0.370992869,0.952609777,0.462923497,0.273250312,-0.484256595,0.988669276,0.465440601,0.611810803,0.040789101,0.994228721,0.427640855,0.583108485,-0.040879171,0.999655306,0.495914847,0.712702334,0.087637305,0.962068975,0.390386939,0.716917694,-0.063107759,0.996285617,0.532039642,0.851958573,0.189240813,0.955387831,0.354921997,0.844138145,0.053651705,0.997689247,0.527440012,0.882312953,0.194433302,0.923307061,0.353701979,0.857277095,0.059532389,0.98890537,0.557983339,0.900893688,0.133064225,0.965237796,0.343890488,0.907886088,-0.043241575,0.994590521
triangle,0.545577049,0.579989076,-0.459565818,0.999992728,0.553176224,0.577683151,-0.452771962,0.999974549,0.553536773,0.579044878,-0.452792794,0.99997437,0.553823113,0.580257475,-0.452974111,0.999974489,0.552455485,0.568908513,-0.466398805,0.999978662,0.552227736,0.563273489,-0.466495812,0.999969602,0.551951528,0.55690223,-0.466549695,0.999970317,0.551787853,0.573270857,-0.372484356,0.99996686,0.5487746,0.541059971,-0.434143513,0.99997735,0.538689971,0.580028534,-0.424779087,0.999981344,0.537633836,0.570630968,-0.443086952,0.999988139,0.527294695,0.60570389,-0.280656844,0.999984145,0.506238401,0.490488797,-0.373777837,0.999998629,0.527135491,0.705235422,-0.275743753,0.983590066,0.474643409,0.405821711,-0.407258242,0.997477174,0.536133409,0.793915451,-0.354418516,0.971725106,0.462840974,0.299821854,-0.472240388,0.992567897,0.53804636,0.812324464,-0.363859445,0.940886796,0.462388307,0.264508098,-0.49562794,0.986334443,0.538840473,0.815582752,-0.395359367,0.948748946,0.46321547,0.258457571,-0.52060014,0.988019526,0.536453128,0.807570517,-0.37161535,0.952538192,0.462893695,0.273203224,-0.486907035,0.988717914,0.465472013,0.611925304,0.040789593,0.994212389,0.427606672,0.583236873,-0.040879611,0.999654055,0.495994687,0.712768376,0.08779379,0.96246475,0.390347362,0.71713239,-0.062163882,0.996292591,0.532051206,0.851980865,0.189726576,0.955739677,0.354916632,0.84422487,0.054232601,0.997707188,0.527451336,0.882323444,0.1949559,0.923758686,0.353703052,0.857923687,0.060013592,0.989029944,0.557980657,0.900952816,0.13321197,0.965631783,0.343892425,0.907846689,-0.043058924,0.994633257
triangle,0.545584977,0.579800487,-0.459675521,0.999992669,0.553188145,0.577580988,-0.453060448,0.999974251,0.553545177,0.578944266,-0.453082144,0.999974072,0.553828895,0.580163062,-0.45326516,0.999974191,0.552480996,0.568837166,-0.466776133,0.999978423,0.552259386,0.563235343,-0.466873288,0.999969304,0.551988482,0.556893349,-0.46692726,0.999969959,0.551794589,0.573172271,-0.373829663,0.999966502,0.548810363,0.541056573,-0.436351895,0.999977112,0.538697243,0.579838395,-0.425204098,0.999981165,0.537659287,0.570509017,-0.443611592,0.999988019,0.527259767,0.605479419,-0.282341629,0.999984086,0.506277263,0.490542144,-0.376484603,0.999998629,0.527136862,0.705237687,-0.277081311,0.983733177,0.474636674,0.405921906,-0.410248101,0.997470737,0.536142766,0.79390651,-0.355567843,0.971991539,0.462837398,0.299779087,-0.474993646,0.992616892,0.538069963,0.812326193,-0.365087271,0.941432834,0.46238634,0.263850927,-0.498648465,0.986437857,0.538859606,0.815540373,-0.39685747,0.949207306,0.463211477,0.258391023,-0.523740292,0.988108337,0.536461055,0.80751282,-0.372875452,0.952966273,0.462892622,0.273105741,-0.489722669,0.988805056,0.465480149,0.611963451,0.040787593,0.99417758,0.427624732,0.583231747,-0.040877152,0.999651194,0.49602285,0.712774336,0.086421512,0.962864041,0.390373349,0.716959536,-0.06230101,0.996281862,0.532047391,0.851961434,0.18935661,0.95606637,0.354933619,0.844079435,0.054301891,0.99772346,0.527445197,0.882325888,0.194644168,0.924300373,0.353765309,0.857866704,0.060181428,0.989142001,0.557896256,0.901000082,0.1319222,0.965901732,0.343931824,0.907676697,-0.043512873,0.994659543
triangle,0.545661151,0.579262316,-0.458060145,0.999992549,0.55327481,0.577095032,-0.451582938,0.999973536,0.553619027,0.57847476,-0.451603979,0.999973536,0.553891063,0.579721034,-0.451785892,0.999973416,0.552578092,0.568455815,-0.4654181,0.999977946,0.552351177,0.562971592,-0.465516061,0.999968827,0.552074313,0.556759655,-0.465570807,0.999969304,0.551816702,0.572799146,-0.373482823,0.999965727,0.548856795,0.541028738,-0.436339438,0.999976695,0.538739026,0.579480648,-0.424171001,0.999980688,0.537733018,0.570315361,-0.442681164,0.999987781,0.5271734,0.604739726,-0.28231895,0.999983668,0.506277025,0.490632296,-0.377127469,0.999998629,0.527127981,0.70523864,-0.276986778,0.983817399,0.474577218,0.4061279,-0.41108191,0.997453034,0.536146283,0.793907106,-0.355222464,0.971826077,0.462777138,0.299804002,-0.47496593,0.992634594,0.538072348,0.812321365,-0.364324868,0.941119015,0.462352872,0.263530374,-0.498439908,0.986486137,0.538860738,0.815459073,-0.396138668,0.948904395,0.46149078,0.259035856,-0.523408294,0.988151193,0.536462963,0.807434022,-0.372568637,0.952778995,0.462795198,0.273101091,-0.489615172,0.988864899,0.465524197,0.611961305,0.040748358,0.994120419,0.427645683,0.583257556,-0.040836338,0.99964565,0.496017069,0.712770522,0.084607162,0.963459849,0.390373141,0.716933668,-0.058513191,0.996272683,0.532046556,0.851961553,0.18713145,0.956729889,0.354935944,0.843964756,0.060659826,0.997747123,0.527352273,0.882393301,0.192397699,0.92540133,0.353765786,0.857732058,0.066596352,0.989322066,0.557658374,0.90046531,0.128396288,0.966494858,0.344132692,0.907441318,-0.03800372,0.994696736
